name,original_price,special_price,specification,description,original_fragrance,top_notes,middle_notes,base_notes,detail_url,gender,fragrance,brand,ml,discount_rate,price_per_ml
Anna Sui Sundae Violet Vibe 果漾圣代淡香水-恋爱紫柠,2300.0,1111.0,50ml,刚喷下去草莓味超级明显！是很可爱的新鲜草莓味。后面就是甜美花果香柔和，这次圣代系列都是轻快的甜，不会死甜。,诱人美食调,草莓奶油、柠檬皮、黑醋栗,红苹果花、茉莉花、莲花,粉红棉花糖、麝香,https://www.1976.com.tw/prod/20897,female,美食调,Anna Sui Sundae Violet Vibe,50.0,51.7,22.22
Tous 黄金小熊限量版女性淡香精,2680.0,1450.0,90ml 金盒,茉莉花的味道，很温暖的花香，像是刚洗好澡一般，拥有美丽的金色瓶身，味道因为是淡香精所以也很持久,草香清新调,紫罗兰叶、胡荽、佛手柑、黑醋栗,白色茉莉、玫瑰、果香、栀子花、黄色牡丹,鸢尾花、摩洛哥西洋杉木、白麝香,https://www.1976.com.tw/prod/4791,female,清新调,Tous,90.0,45.9,16.11
Guerlain Shalimar 娇兰一千零一夜女性香水,3900.0,2340.0,50ml 淡香水,Shalimar的迷人之处是在于她那温软的脂粉香味和若隐若现的动物麝香能和谐的融合在一起。因此这只香水精彩是她的中后味，会令人想要不动声色的靠近嗅个清楚。犹如顶级香槟，忍不住的想拥有她，来好好宠爱自己。,东方花香调,花香、佛手柑,鸢尾花、茉莉、玫瑰,香草、零陵香豆,https://www.1976.com.tw/prod/3859,female,花香调,Guerlain Shalimar,50.0,40.0,46.8
Narciso Rodriguez for Her 女性淡香水,2200.0,1320.0,30ml,开场的蜂蜜，搭配上富有深度的橙花，有种甜而不腻、清新宜人的味道；紧接著芳香的桂花随后散发出来，混合麝香的气味；在身上的时间越久，越是贴近皮肤的味道，就像是这香香的味道，从我皮肤里散发出来一样，是所谓的伪体香吧！持香时间很长，如果喷在内衣肩带上，十二个小时后我还能闻到蜂蜜桂花的味道。,木质花香调,蜂蜜花、橙花、水晶麝香,桂花、东印度岩兰草,麝香、琥珀、香草、香根草,https://www.1976.com.tw/prod/4060,female,木质调,Narciso Rodriguez,30.0,40.0,44.0
Gucci Guilty Absolute 罪爱绝对女性淡香精,6500.0,3380.0,90ml,是好吃的葡萄味！前味散掉后花香就跑出来了，总觉得中后味很多变，有果香有花香又突然很清新，是很特别的香味,木质花香调,粉红胡椒、黑莓、佛手柑,保加利亚玫瑰、黄金木、柏木,广藿香、琥珀,https://www.1976.com.tw/prod/15817,female,木质调,Gucci,90.0,48.0,37.56
Joy By Dior 迪奥女性淡香精,4800.0,3750.0,50ml,十分好闻， 瓶盖的磁力设计，令人玩味，对于茉莉香很挑的本人，这款是少数能被我接受的茉莉香调的香水，与花香果香完美结合，市面上以玫瑰为主香调的香水百百种，但只有格拉斯五月玫瑰的香味，却不多见，当看到这种玫瑰的提炼香水，就认定这是必收的一款。,木质花香调,香柠檬、柑橘,格拉斯玫瑰、茉莉,檀木、雪松、广藿香、白麝香,https://www.1976.com.tw/prod/16364,female,木质调,Dior,50.0,21.88,75.0
Giorgio Armani My Way Parfum 无畏版女性香精,3250.0,2121.0,30ml,虽然是柑橘花香调，但喷在身上有一股麻古葡萄果粒波波的感觉，应该是苦橙带出像绿茶的青涩感、晚香玉跟香草营造出甜甜浓郁的香气，很可爱的味道,木质花香调,橙花、佛手柑,印度晚香玉、法国香根鸢尾,香草、雪松,https://www.1976.com.tw/prod/23159,female,木质调,Armani,30.0,34.74,70.7
Narciso Rodriguez for Her 女性淡香水 TESTER,4400.0,1799.0,100ml 原厂环保纸盒包装，无瓶盖,这支是我的心头好，一开出便是温暖的蜂蜜味加上知性的麝香，适合约会，也适合上班。中调的桂花其实我平凡的鼻子闻不太出来，总之是气质优雅的花香，最喜欢后调的麝香，让忙碌一天的自己，在下班时仍能散发干净舒服的味道。,木质花香调,蜂蜜花、橙花、水晶麝香,桂花、东印度岩兰草,麝香、琥珀、香草、香根草,https://www.1976.com.tw/prod/11690,female,木质调,Narciso Rodriguez,100.0,59.11,17.99
Giorgio Armani My Way Parfum 无畏版女性香精 TESTER,4950.0,2680.0,50ml 原厂环保纸盒包装，有瓶盖,虽然是柑橘花香调，但喷在身上有一股麻古葡萄果粒波波的感觉，应该是苦橙带出像绿茶的青涩感、晚香玉跟香草营造出甜甜浓郁的香气，很可爱的味道,木质花香调,橙花、佛手柑,印度晚香玉、法国香根鸢尾,香草、雪松,https://www.1976.com.tw/prod/23258,female,木质调,Armani,50.0,45.86,53.6
Clean SKIN 女性淡香精,1450.0,950.0,30ml,味道清新又自然，是我对clean所有香水的感想，这瓶也是如此的有亲切感，没有侵略性的香味，却让人深刻。刚洒上有如淋浴后那种干净肌肤的味道，混合肥皂的气息。,水生花香调,哈密瓜、莲花、清新空气,晨露花瓣、水生香气、蓝玫瑰,白麝香、琥珀木、香草脂,https://www.1976.com.tw/prod/9250,female,花香调,Clean,30.0,34.48,31.67
YSL Opium 鸦片女性淡香精,6600.0,3960.0,90ml,鸦片女香全新改版，一款相当具有东方韵味的香水，浓郁的东方花香调非常有诱惑人的魔力，味道上较为成熟华丽，但不会给人做作俗艳的感觉，很适合出席大场面时候用，相当经典、难忘的味道，即使用了其他香水，记忆中仍有她的一席之地。,东方花香调,柑橘、佛手柑,野百合、茉莉、康乃馨,香草、广藿香、琥珀,https://www.1976.com.tw/prod/7630,female,花香调,YSL,90.0,40.0,44.0
Anna Sui Sundae Mellow Yellow 果漾圣代淡香水-乐夏百香,2300.0,1150.0,50ml,水果香甜，看完香调，冲著糖渍柠檬跟桂花就决定买了！前调百香果味蛮持久，但是跟其他内容物的香调又很调和，整体味道甜美可爱又不会太甜，很舒服，是轻快的甜，不是死甜。觉得适合各种年龄层～整个包装都超级可爱，上面的樱桃是软矽胶～,诱人美食调,糖渍柠檬、百香果、山桃,桂花、海棠花、茉莉花,香草、李木、麝香,https://www.1976.com.tw/prod/20845,female,美食调,Anna Sui Sundae Mellow Yellow,50.0,50.0,23.0
My Burberry Black 女性淡香精 TESTER,6400.0,2880.0,90ml 原厂环保纸盒包装，有瓶盖,因为玫瑰是糖渍的，所以它闻起来有种莫名的魔力。它的甜是稳重的，不是糖果或水果的那种腻甜。留香时间算长，下班回家，还能闻到头发上传来的香味。,玫瑰花香调,茉莉,蜜桃、玫瑰,琥珀、广藿香,https://www.1976.com.tw/prod/14819,female,花香调,Burberry,90.0,55.0,32.0
Giorgio Armani My Way Parfum 无畏版女性香精迷你瓶,1200.0,480.0,7ml 抹式,虽然是柑橘花香调，但喷在身上有一股麻古葡萄果粒波波的感觉，应该是苦橙带出像绿茶的青涩感、晚香玉跟香草营造出甜甜浓郁的香气，很可爱的味道,木质花香调,橙花、佛手柑,印度晚香玉、法国香根鸢尾,香草、雪松,https://www.1976.com.tw/prod/23054,female,木质调,Armani,7.0,60.0,68.57
YSL Black Opium 黑鸦片女性淡香精,3800.0,2280.0,30ml,久仰大名黑鸦片，实际洒上手腕，开头的粉红胡椒味闪亮登场，随后应该是雪松与广藿香占领主战场，沈稳的香味让我直接鼻子抵在腕间不放，愈闻愈困惑，这、这⋯⋯说是男香我也信欸，经过岁月历练的洗练沉著。后味稍微回归女人香路线，宛如封闭空间迷蒙光线，波浪卷发精心妆容的熟女姊姊慵懒支颐望向你，眸中千言万语，却但笑不言。,东方花香调,粉红胡椒、西洋梨、橙花,咖啡、茉莉、杏仁、甘草,香草、广藿香、雪松、木绒,https://www.1976.com.tw/prod/14608,female,花香调,YSL,30.0,40.0,76.0
Gucci Guilty Intense 罪爱馥郁版女性淡香精,4800.0,2680.0,50ml,和其它款相比，罪爱的广藿香尾调让人觉得非常持久幽远，而且是属于很强烈、有个性的味道，就像一个呛姑娘，留在脸上的耳光可以辣你很久，有时冲完澡都还能闻得到一丝丝余味…像刻痕一样强悍香韵。,木质花香调,紫罗兰、曼陀罗、荔枝,李子、晚香玉、依兰依兰,广藿香、香草、香根草,https://www.1976.com.tw/prod/21245,female,木质调,Gucci,50.0,44.17,53.6
Versace Eros 凡赛斯艾诺斯爱神女性淡香精,2480.0,1490.0,30ml,温和而明亮的香气.让一整天的工作心情是愉悦的.抽屉式和内盒黑色植绒的设计.衬托香水金色耀眼的瓶身.就像使用液体珠宝的感觉.经过8小时后换掉衣服身上还有她淡淡的香味.CP值个人觉得非常高.值得放手一败...,木质花香调,义大利佛手柑、西西里柠檬、石榴,柠檬花、茉莉纯香精油、茉莉、牡丹,檀香、龙涎香、麝香、性感木质香,https://www.1976.com.tw/prod/13322,female,木质调,Versace,30.0,39.92,49.67
Versace Eros 凡赛斯艾诺斯爱神女性淡香精 TESTER,4450.0,1680.0,100ml 原厂环保纸盒包装，无瓶盖,一开始闻有一种高级百货公司的味道，有一种气质高雅的轻熟女OL的感觉。,木质花香调,义大利佛手柑、西西里柠檬、石榴,柠檬花、茉莉纯香精油、茉莉、牡丹,檀香、龙涎香、麝香、性感木质香,https://www.1976.com.tw/prod/14718,female,木质调,Versace,100.0,62.25,16.8
YSL Black Opium 黑鸦片女性淡香精 TESTER,6800.0,3280.0,90ml 原厂环保纸盒包装，内容与正货相同,「让女人时尚，就让她穿上黑色的裤装，要让女人性感，就让她喷上鸦片香水。」,东方花香调,粉红胡椒、西洋梨、橙花,咖啡、茉莉、杏仁、甘草,香草、广藿香、雪松、木绒,https://www.1976.com.tw/prod/14931,female,花香调,YSL,90.0,51.76,36.44
Tous Les Colognes Concentrees 清漾小熊(纯净小熊)女性淡香水,2580.0,1212.0,90ml,很少女的气息，纯净、干净无暇，未经污浊、毫无染尘的味道！像是刚洗好澡的皂香，清新自然！,草香清新调,牡丹精华、地中海橘果香,玫瑰、茉莉,檀香、麝香,https://www.1976.com.tw/prod/14192,female,清新调,Tous Les Colognes Concentrees,90.0,53.02,13.47
Elizabeth Arden White Tea Wild Rose 雅顿白茶花绽野玫瑰女性淡香水,2000.0,1150.0,100ml,白茶玫瑰就像是在白茶的基调上再添加玫瑰的香气，让这款香水更具女人味。但也因为白茶的缘故，所以不像一般玫瑰香那样又甜又软，反而是温柔而坚毅，像是个外表温和但有主见的女性。也是一款好搭的上班香。,草香清新调,白茶、梨树花、红醋栗、玫瑰草,保加利亚玫瑰、土耳其玫瑰、胭脂牡丹、快乐鼠尾草,琥珀、麝香、巴拉圭玛黛茶、东加豆,https://www.1976.com.tw/prod/17853,female,清新调,Elizabeth Arden White Tea Wild Rose,100.0,42.5,11.5
Giorgio Armani My Way Parfum 无畏版女性香精 补充瓶,5200.0,3180.0,100ml,虽然是柑橘花香调，但喷在身上有一股麻古葡萄果粒波波的感觉，应该是苦橙带出像绿茶的青涩感、晚香玉跟香草营造出甜甜浓郁的香气，很可爱的味道,木质花香调,橙花、佛手柑,印度晚香玉、法国香根鸢尾,香草、雪松,https://www.1976.com.tw/prod/23160,female,木质调,Armani,100.0,38.85,31.8
My Burberry Black 黑色女性香精版本 Parfum,3200.0,1750.0,30ml,浓郁的花香伴随著甜而不腻的香味，味道非常持久，有质感的花香味，适合秋冬喷在大衣上，温暖又迷人，喷在头发上更是增添女人味，让妳的男人爱不释手。,玫瑰花香调,茉莉,蜜桃、糖渍玫瑰,琥珀、广藿香,https://www.1976.com.tw/prod/23099,female,花香调,Burberry,30.0,45.31,58.33
Elizabeth Arden White Tea Wild Rose 雅顿白茶花绽野玫瑰女性淡香水 TESTER,2000.0,850.0,100ml 原厂环保纸盒包装，无瓶盖,非常野的玫瑰味。闻起来会觉得这个姐姐优雅有能力但不尖锐，是温柔内敛的味道，让人想投入她如花瓣有层次且坚定的拥抱,草香清新调,白茶、梨树花、红醋栗、玫瑰草,保加利亚玫瑰、土耳其玫瑰、胭脂牡丹、快乐鼠尾草,琥珀、麝香、巴拉圭玛黛茶、东加豆,https://www.1976.com.tw/prod/20877,female,清新调,Elizabeth Arden White Tea Wild Rose,100.0,57.5,8.5
Versace eros 凡赛斯艾诺斯爱神女性淡香精迷你瓶,450.0,270.0,5ml,艾诺斯‧爱神女性淡香精捕捉女人与生俱来的美丽力量！,木质花香调,义大利佛手柑、西西里柠檬、石榴,柠檬花、茉莉纯香精油、茉莉、牡丹,檀香、龙涎香、麝香、性感木质香,https://www.1976.com.tw/prod/13999,female,木质调,Versace,5.0,40.0,54.0
Anna Sui Sundae Mellow Yellow 果漾圣代淡香水-乐夏百香 迷你瓶,750.0,280.0,5ml 抹式,●缤纷水果圣代变身梦幻香水●多采多姿夏日果漾香气●乐夏百香-花果香调●美式冰淇淋餐车Y2K复古风潮,诱人美食调,糖渍柠檬、百香果、山桃,桂花、海棠花、茉莉花,香草、李木、麝香,https://www.1976.com.tw/prod/20901,female,美食调,Anna Sui Sundae Mellow Yellow,5.0,62.67,56.0
Jo Malone 英国梨与甜豌豆香水-English Pear & Sweet Pea,2950.0,1750.0,30ml (菱格纹瓶身) (略有盒损，特惠价),这香味真的好闻极了，属于花香味，但又不刺鼻，缺点就是价格太高了，不是小资女买的起的。,花果清新调,威廉梨,甜豌豆,白麝香,https://www.1976.com.tw/prod/21751,female,清新调,Jo Malone,30.0,40.68,58.33
Narciso Rodriguez for Her 女性淡香精,2500.0,1500.0,30ml,开出的蜂蜜和主调玫瑰、茉莉等花香呈现出来的甜味是非常融洽，带出一种娇俏可人的甜美感，尾韵是沈稳知性的檀香和香根草，转瞬又仿佛是成熟气质的模样，仿佛也在描绘女性千变万化，因年龄历练而迷人的味道。尽管甜却不会显得幼稚，反而是在世俗中沉淀后的纯真。,玫瑰花香调,粉红柑苔,佛手柑、玫瑰、茉莉花、广藿香、劳丹脂、橡木霉,香根草、檀香、琥珀、香草,https://www.1976.com.tw/prod/10119,female,花香调,Narciso Rodriguez,30.0,40.0,50.0
Giorgio Armani Si 女性淡香精,4500.0,2399.0,50ml,大家都说是奶油话梅的味道，真的挺像，很甜，微酸，带些奶味，软软暖暖的成熟味，不会咄咄逼人，很好穿。,柑苔调,香柠檬、柑桔、黑醋栗、红糖,茉莉、橙花水、玫瑰,琥珀、香草、广藿香,https://www.1976.com.tw/prod/12350,female,柑橘调,Armani,50.0,46.69,47.98
Anna Sui Sundae Pretty Pink 果漾圣代淡香水-粉红柚惑,2300.0,1150.0,50ml,●缤纷水果圣代变身梦幻香水●多采多姿夏日果漾香气●粉红柚惑-柑橘果香调●美式冰淇淋餐车Y2K复古风潮,柑橘调,葡萄柚、柑橘、罗勒,梅花、贝里尼、蓝色仙客来,麝香、玫瑰木、琥珀,https://www.1976.com.tw/prod/20844,female,柑橘调,Anna Sui Sundae Pretty Pink,50.0,50.0,23.0
Narciso Rodriguez for Her 女性淡香精 TESTER,4900.0,2080.0,100ml 原厂环保纸盒包装，无瓶盖,温柔知性轻熟女用，和黑瓶比多了个粉感及花香馥郁，很舒服，随时都可用，粉红瓶是温柔成熟香，黑瓶蜂蜜甜味较重，比较像温柔甜美香。,玫瑰花香调,粉红柑苔,佛手柑、玫瑰、茉莉花、鹿藿香、劳丹脂、橡木霉,香根草、檀香、琥珀、香草,https://www.1976.com.tw/prod/11885,female,花香调,Narciso Rodriguez,100.0,57.55,20.8
Versace Versense 香韵女性淡香水,3850.0,2121.0,100ml,无任何果香味 正中我心，喷上后就像自身的体香味，轻轻柔柔，很耐闻，一年四季用都适合，但我个人将它列为我的冬日睡前香，擦上此款的身体乳再喷一点，香味持续到隔天，被窝也都香香的，也推荐给入门者喔~,花香调,青甜橙、佛手柑、刺梨,蜘蛛兰、茉莉、白豆蔻,麝香、橄榄树、檀香、西洋杉,https://www.1976.com.tw/prod/6974,female,花香调,Versace,100.0,44.91,21.21
GIORGIO ARMANI Si 女性淡香精迷你瓶,1200.0,560.0,7ml 抹式 效期至2026.11,Si是带著些许绿意的奶油甜话梅，但并不会使人觉得烦腻。到了中调可以感觉到一点点玫瑰和小苍兰探出头来，使甜味变得更有气质。尾调的木质香草则让人安心舒适。留香很长，需要花点时间慢慢品味她的三调，体会她的美好！,柑苔调,香柠檬、柑桔、黑醋栗、红糖,茉莉、橙花水、玫瑰,琥珀、香草、广藿香,https://www.1976.com.tw/prod/21476,female,柑橘调,,7.0,53.33,80.0
Jo Malone 蓝风铃香水-Wild Bluebell,2900.0,1880.0,30ml,是淡雅有气质的花香调，感觉是那种文静爱看书的小姊姊身上的味道～年轻且清新又带甜甜并凉爽的白花香气,花香调,蓝风铃、丁香、橙花、柠檬,柿子、野蔷薇、茉莉、铃兰果香,白麝香、琥珀,https://www.1976.com.tw/prod/17201,female,花香调,Jo Malone,30.0,35.17,62.67
